,male,caseid,ResponseId,treatment,low_caste,college,hindu,muslim,vote_intention,whatsapp,days_whatsapp,bjp_support,bjp_oppose,agegroup,nationalistic,uncongenial,political_knowledge,accuracy1,accuracy2,accuracy3,accuracy4,accuracy5,accuracy6,accuracy7,accuracy8,accuracy9,accuracy10
12874,0.0,17017_jyayafxyifozhwgb_82,R_2fqBmmJU9ALsLvJ,1,0.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,2.0,1.0,0.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0
12875,0.0,17017_jzwdqqchunkiwwtl_83,R_3rOQrfcni7IdOvm,1,0.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0
12876,0.0,17017_jzwdqqchunkiwwtl_83,R_3rOQrfcni7IdOvm,1,0.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0
12877,0.0,17017_jzwdqqchunkiwwtl_83,R_3rOQrfcni7IdOvm,1,0.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0
12878,0.0,17017_jzwdqqchunkiwwtl_83,R_3rOQrfcni7IdOvm,1,0.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0
12879,0.0,17017_jzwdqqchunkiwwtl_83,R_3rOQrfcni7IdOvm,1,0.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0
12880,0.0,17017_jzwdqqchunkiwwtl_83,R_3rOQrfcni7IdOvm,1,0.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0
12881,0.0,17017_jzwdqqchunkiwwtl_83,R_3rOQrfcni7IdOvm,1,0.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0
12882,0.0,17017_jzwdqqchunkiwwtl_83,R_3rOQrfcni7IdOvm,1,0.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0
12883,1.0,17017_kakwuwhnwmzvwmkq_83,R_3DqICWegQ1IhXit,1,0.0,1.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12884,1.0,17017_kakwuwhnwmzvwmkq_83,R_3DqICWegQ1IhXit,1,0.0,1.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12885,1.0,17017_kakwuwhnwmzvwmkq_83,R_3DqICWegQ1IhXit,1,0.0,1.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12886,1.0,17017_kakwuwhnwmzvwmkq_83,R_3DqICWegQ1IhXit,1,0.0,1.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12887,1.0,17017_kakwuwhnwmzvwmkq_83,R_3DqICWegQ1IhXit,1,0.0,1.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12888,1.0,17017_kakwuwhnwmzvwmkq_83,R_3DqICWegQ1IhXit,1,0.0,1.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12889,1.0,17017_kakwuwhnwmzvwmkq_83,R_3DqICWegQ1IhXit,1,0.0,1.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12890,1.0,17017_kakwuwhnwmzvwmkq_83,R_3DqICWegQ1IhXit,1,0.0,1.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12891,1.0,17017_kakwuwhnwmzvwmkq_83,R_3DqICWegQ1IhXit,1,0.0,1.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12892,1.0,17017_kakwuwhnwmzvwmkq_83,R_3DqICWegQ1IhXit,1,0.0,1.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12893,1.0,17017_kasxnhfxhgrqqujd_83,R_1BWuGwQ2m4PBUnI,0,1.0,1.0,0.0,1.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0
12894,1.0,17017_kasxnhfxhgrqqujd_83,R_1BWuGwQ2m4PBUnI,0,1.0,1.0,0.0,1.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0
12895,1.0,17017_kasxnhfxhgrqqujd_83,R_1BWuGwQ2m4PBUnI,0,1.0,1.0,0.0,1.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0
12896,1.0,17017_kasxnhfxhgrqqujd_83,R_1BWuGwQ2m4PBUnI,0,1.0,1.0,0.0,1.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0
12897,1.0,17017_kasxnhfxhgrqqujd_83,R_1BWuGwQ2m4PBUnI,0,1.0,1.0,0.0,1.0,3.0,1.0,7.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0
12898,1.0,17017_kasxnhfxhgrqqujd_83,R_1BWuGwQ2m4PBUnI,0,1.0,1.0,0.0,1.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0
12899,1.0,17017_kasxnhfxhgrqqujd_83,R_1BWuGwQ2m4PBUnI,0,1.0,1.0,0.0,1.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0
12900,1.0,17017_kasxnhfxhgrqqujd_83,R_1BWuGwQ2m4PBUnI,0,1.0,1.0,0.0,1.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0
12901,1.0,17017_kasxnhfxhgrqqujd_83,R_1BWuGwQ2m4PBUnI,0,1.0,1.0,0.0,1.0,3.0,1.0,7.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0
12902,1.0,17017_kasxnhfxhgrqqujd_83,R_1BWuGwQ2m4PBUnI,0,1.0,1.0,0.0,1.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0
12903,1.0,17017_kasxnhfxhgrqqujd_83,R_1BWuGwQ2m4PBUnI,0,1.0,1.0,0.0,1.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0
12904,1.0,17017_kasxnhfxhgrqqujd_83,R_1BWuGwQ2m4PBUnI,0,1.0,1.0,0.0,1.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0
12905,1.0,17017_kasxnhfxhgrqqujd_83,R_1BWuGwQ2m4PBUnI,0,1.0,1.0,0.0,1.0,3.0,1.0,7.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0
12906,1.0,17017_kasxnhfxhgrqqujd_83,R_1BWuGwQ2m4PBUnI,0,1.0,1.0,0.0,1.0,3.0,1.0,7.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0
12907,0.0,17017_kaxyplehdobnjzwh_82,R_07BqfL4ITpurgTD,1,0.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
12908,0.0,17017_kaxyplehdobnjzwh_82,R_07BqfL4ITpurgTD,1,0.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
12909,0.0,17017_kaxyplehdobnjzwh_82,R_07BqfL4ITpurgTD,1,0.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
12910,0.0,17017_kaxyplehdobnjzwh_82,R_07BqfL4ITpurgTD,1,0.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
12911,0.0,17017_kaxyplehdobnjzwh_82,R_07BqfL4ITpurgTD,1,0.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
12912,0.0,17017_kaxyplehdobnjzwh_82,R_07BqfL4ITpurgTD,1,0.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
12913,0.0,17017_kaxyplehdobnjzwh_82,R_07BqfL4ITpurgTD,1,0.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
12914,0.0,17017_kaxyplehdobnjzwh_82,R_07BqfL4ITpurgTD,1,0.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
12915,0.0,17017_kaxyplehdobnjzwh_82,R_07BqfL4ITpurgTD,1,0.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
12916,0.0,17017_kaxyplehdobnjzwh_82,R_07BqfL4ITpurgTD,1,0.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
12917,1.0,17017_kbfllwmvotgpnrko_82,R_3KNrtRaCV41OoF8,1,1.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0
12918,1.0,17017_kbfllwmvotgpnrko_82,R_3KNrtRaCV41OoF8,1,1.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0
12919,1.0,17017_kbfllwmvotgpnrko_82,R_3KNrtRaCV41OoF8,1,1.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0
12920,1.0,17017_kbfllwmvotgpnrko_82,R_3KNrtRaCV41OoF8,1,1.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0
12921,1.0,17017_kbfllwmvotgpnrko_82,R_3KNrtRaCV41OoF8,1,1.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0
12922,1.0,17017_kbfllwmvotgpnrko_82,R_3KNrtRaCV41OoF8,1,1.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0
12923,1.0,17017_kbfllwmvotgpnrko_82,R_3KNrtRaCV41OoF8,1,1.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0
12924,1.0,17017_kbfllwmvotgpnrko_82,R_3KNrtRaCV41OoF8,1,1.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0
12925,1.0,17017_kbfllwmvotgpnrko_82,R_3KNrtRaCV41OoF8,1,1.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0
12926,1.0,17017_kcyrjmvmxifaqvch_83,R_1gRv7DgMT8ZNOQt,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0
12927,1.0,17017_kcyrjmvmxifaqvch_83,R_1gRv7DgMT8ZNOQt,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0
12928,1.0,17017_kcyrjmvmxifaqvch_83,R_1gRv7DgMT8ZNOQt,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0
12929,1.0,17017_kcyrjmvmxifaqvch_83,R_1gRv7DgMT8ZNOQt,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0
12930,1.0,17017_kcyrjmvmxifaqvch_83,R_1gRv7DgMT8ZNOQt,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0
12931,1.0,17017_kcyrjmvmxifaqvch_83,R_1gRv7DgMT8ZNOQt,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0
12932,1.0,17017_kcyrjmvmxifaqvch_83,R_1gRv7DgMT8ZNOQt,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0
12933,1.0,17017_kcyrjmvmxifaqvch_83,R_1gRv7DgMT8ZNOQt,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0
12934,1.0,17017_kcyrjmvmxifaqvch_83,R_1gRv7DgMT8ZNOQt,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0
12935,1.0,17017_kcyrjmvmxifaqvch_83,R_1gRv7DgMT8ZNOQt,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0
12936,1.0,17017_kcyrjmvmxifaqvch_83,R_1gRv7DgMT8ZNOQt,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0
12937,1.0,17017_kcyrjmvmxifaqvch_83,R_1gRv7DgMT8ZNOQt,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0
12938,1.0,17017_kcyrjmvmxifaqvch_83,R_1gRv7DgMT8ZNOQt,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0
12939,1.0,17017_kcyrjmvmxifaqvch_83,R_1gRv7DgMT8ZNOQt,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0
12940,1.0,17017_kcyrjmvmxifaqvch_83,R_1gRv7DgMT8ZNOQt,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0
12941,1.0,17017_kcyrjmvmxifaqvch_83,R_1gRv7DgMT8ZNOQt,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0
12942,1.0,17017_khufneedrszhrojq_82,R_3pbCzckjBHIMebb,1,1.0,1.0,0.0,1.0,3.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0
12943,1.0,17017_khufneedrszhrojq_82,R_3pbCzckjBHIMebb,1,1.0,1.0,0.0,1.0,3.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0
12944,1.0,17017_khufneedrszhrojq_82,R_3pbCzckjBHIMebb,1,1.0,1.0,0.0,1.0,3.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0
12945,1.0,17017_khufneedrszhrojq_82,R_3pbCzckjBHIMebb,1,1.0,1.0,0.0,1.0,3.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0
12946,1.0,17017_khufneedrszhrojq_82,R_3pbCzckjBHIMebb,1,1.0,1.0,0.0,1.0,3.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0
12947,1.0,17017_khufneedrszhrojq_82,R_3pbCzckjBHIMebb,1,1.0,1.0,0.0,1.0,3.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0
12948,1.0,17017_khufneedrszhrojq_82,R_3pbCzckjBHIMebb,1,1.0,1.0,0.0,1.0,3.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0
12949,1.0,17017_khufneedrszhrojq_82,R_3pbCzckjBHIMebb,1,1.0,1.0,0.0,1.0,3.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0
12950,1.0,17017_khufneedrszhrojq_82,R_3pbCzckjBHIMebb,1,1.0,1.0,0.0,1.0,3.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0
12951,1.0,17017_khufneedrszhrojq_82,R_3pbCzckjBHIMebb,1,1.0,1.0,0.0,1.0,3.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0
12952,1.0,17017_khufneedrszhrojq_82,R_3pbCzckjBHIMebb,1,1.0,1.0,0.0,1.0,3.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0
12953,1.0,17017_khufneedrszhrojq_82,R_3pbCzckjBHIMebb,1,1.0,1.0,0.0,1.0,3.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0
12954,1.0,17017_khznuttmriibbhle_82,R_2CBOFRC9WG1hBqb,1,0.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0
12955,1.0,17017_khznuttmriibbhle_82,R_2CBOFRC9WG1hBqb,1,0.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0
12956,1.0,17017_khznuttmriibbhle_82,R_2CBOFRC9WG1hBqb,1,0.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0
12957,1.0,17017_khznuttmriibbhle_82,R_2CBOFRC9WG1hBqb,1,0.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0
12958,1.0,17017_khznuttmriibbhle_82,R_2CBOFRC9WG1hBqb,1,0.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0
12959,1.0,17017_khznuttmriibbhle_82,R_2CBOFRC9WG1hBqb,1,0.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0
12960,1.0,17017_khznuttmriibbhle_82,R_2CBOFRC9WG1hBqb,1,0.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0
12961,1.0,17017_khznuttmriibbhle_82,R_2CBOFRC9WG1hBqb,1,0.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0
12962,1.0,17017_khznuttmriibbhle_82,R_2CBOFRC9WG1hBqb,1,0.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0
12963,1.0,17017_khznuttmriibbhle_82,R_2CBOFRC9WG1hBqb,1,0.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0
12964,0.0,17017_kjcfpxlltrklzziw_83,R_2tsuMp7HJfTd7n0,1,1.0,1.0,1.0,0.0,1.0,1.0,7.0,0.0,1.0,2.0,0.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0
12965,0.0,17017_kjcfpxlltrklzziw_83,R_2tsuMp7HJfTd7n0,1,1.0,1.0,1.0,0.0,1.0,1.0,7.0,0.0,1.0,2.0,0.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0
12966,0.0,17017_kjcfpxlltrklzziw_83,R_2tsuMp7HJfTd7n0,1,1.0,1.0,1.0,0.0,1.0,1.0,7.0,0.0,1.0,2.0,0.0,0.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0
12967,0.0,17017_kjcfpxlltrklzziw_83,R_2tsuMp7HJfTd7n0,1,1.0,1.0,1.0,0.0,1.0,1.0,7.0,0.0,1.0,2.0,1.0,0.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0
12968,0.0,17017_kjcfpxlltrklzziw_83,R_2tsuMp7HJfTd7n0,1,1.0,1.0,1.0,0.0,1.0,1.0,7.0,0.0,1.0,2.0,1.0,0.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0
12969,0.0,17017_kjcfpxlltrklzziw_83,R_2tsuMp7HJfTd7n0,1,1.0,1.0,1.0,0.0,1.0,1.0,7.0,0.0,1.0,2.0,0.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0
12970,0.0,17017_kjcfpxlltrklzziw_83,R_2tsuMp7HJfTd7n0,1,1.0,1.0,1.0,0.0,1.0,1.0,7.0,0.0,1.0,2.0,0.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0
12971,0.0,17017_kjcfpxlltrklzziw_83,R_2tsuMp7HJfTd7n0,1,1.0,1.0,1.0,0.0,1.0,1.0,7.0,0.0,1.0,2.0,1.0,0.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0
12972,0.0,17017_kjcfpxlltrklzziw_83,R_2tsuMp7HJfTd7n0,1,1.0,1.0,1.0,0.0,1.0,1.0,7.0,0.0,1.0,2.0,0.0,0.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0
12973,0.0,17017_kjcfpxlltrklzziw_83,R_2tsuMp7HJfTd7n0,1,1.0,1.0,1.0,0.0,1.0,1.0,7.0,0.0,1.0,2.0,1.0,0.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0
